Year,Month,Stations,prec,tmax,tmin,Region
2021.0,Month_4,spencer,51.83,14.94,1.87,northwest
2021.0,Month_5,spencer,109.22,20.63,8.49,northwest
2021.0,Month_6,spencer,40.39,30.61,15.93,northwest
2021.0,Month_7,spencer,98.05,28.72,16.11,northwest
2021.0,Month_8,spencer,198.12,28.17,15.63,northwest
2021.0,Month_9,spencer,92.46,25.52,10.82,northwest
2022.0,Month_1,spencer,22.62,-2.67,-16.76,northwest
2022.0,Month_10,spencer,2.55,17.72,1.46,northwest
2022.0,Month_11,spencer,32.78,6.24,-5.24,northwest
2022.0,Month_12,spencer,65.03,-4.3,-13.0,northwest
2022.0,Month_2,spencer,7.38,-1.65,-15.21,northwest
2022.0,Month_3,spencer,30.5,6.11,-4.46,northwest
2022.0,Month_4,spencer,73.66,11.31,-0.85,northwest
2022.0,Month_5,spencer,96.52,21.76,9.3,northwest
2022.0,Month_6,spencer,74.43,28.46,15.5,northwest
2022.0,Month_7,spencer,88.66,29.3,17.46,northwest
2022.0,Month_8,spencer,78.75,27.87,15.17,northwest
2022.0,Month_9,spencer,18.04,25.52,10.67,northwest
2023.0,Month_1,spencer,44.21,-3.58,-12.58,northwest
2023.0,Month_10,spencer,173.23,15.91,5.04,northwest
2023.0,Month_11,spencer,0.77,9.94,-3.19,northwest
2023.0,Month_12,spencer,54.62,4.71,-5.05,northwest
2023.0,Month_2,spencer,37.09,-0.69,-12.02,northwest
2023.0,Month_3,spencer,41.66,3.1,-6.85,northwest
2023.0,Month_4,spencer,42.93,14.8,1.33,northwest
2023.0,Month_5,spencer,120.9,24.34,9.62,northwest
2023.0,Month_6,spencer,127.26,28.31,15.33,northwest
2023.0,Month_7,spencer,46.49,27.85,14.78,northwest
2023.0,Month_8,spencer,112.01,28.04,16.2,northwest
2023.0,Month_9,spencer,30.49,25.67,12.24,northwest
2024.0,Month_1,spencer,17.53,-4.15,-11.57,northwest
2024.0,Month_10,spencer,25.4,20.94,5.4,northwest
2024.0,Month_11,spencer,98.55,8.0,-1.7,northwest
2024.0,Month_12,spencer,0.76,2.64,-11.53,northwest
2024.0,Month_2,spencer,5.34,7.3,-5.31,northwest
2024.0,Month_3,spencer,79.26,9.57,-4.1,northwest
2024.0,Month_4,spencer,141.23,15.96,2.96,northwest
2024.0,Month_5,spencer,194.82,22.67,9.75,northwest
2024.0,Month_6,spencer,293.62,27.19,15.48,northwest
2024.0,Month_7,spencer,63.76,28.43,17.35,northwest
2024.0,Month_8,spencer,59.94,27.29,15.52,northwest
2024.0,Month_9,spencer,18.54,26.86,11.57,northwest
2015.0,Month_1,siouxrapids,8.39,-2.5,-11.61,northwest
2015.0,Month_10,siouxrapids,48.51,17.28,4.66,northwest
2015.0,Month_11,siouxrapids,120.4,8.7,-1.32,northwest
2015.0,Month_12,siouxrapids,68.84,0.72,-6.09,northwest
2015.0,Month_2,siouxrapids,12.21,-4.64,-15.67,northwest
2015.0,Month_3,siouxrapids,10.17,10.24,-4.0,northwest
2015.0,Month_4,siouxrapids,84.08,16.67,3.22,northwest
2015.0,Month_5,siouxrapids,112.53,20.38,9.18,northwest
2015.0,Month_6,siouxrapids,80.27,25.78,15.09,northwest
2015.0,Month_7,siouxrapids,90.43,26.61,15.74,northwest
2015.0,Month_8,siouxrapids,199.9,24.42,13.85,northwest
2015.0,Month_9,siouxrapids,93.48,25.0,13.26,northwest
2016.0,Month_1,siouxrapids,12.46,-4.14,-12.87,northwest
2016.0,Month_10,siouxrapids,97.04,17.6,6.16,northwest
2016.0,Month_11,siouxrapids,30.23,12.02,0.57,northwest
2016.0,Month_12,siouxrapids,24.39,-1.31,-10.36,northwest
2016.0,Month_2,siouxrapids,32.52,-0.1,-7.62,northwest
2016.0,Month_3,siouxrapids,48.27,9.96,-1.54,northwest
2016.0,Month_4,siouxrapids,146.31,14.85,3.22,northwest
2016.0,Month_5,siouxrapids,85.85,21.52,9.19,northwest
2016.0,Month_6,siouxrapids,37.85,28.69,16.59,northwest
2016.0,Month_7,siouxrapids,92.46,27.2,16.81,northwest
2016.0,Month_8,siouxrapids,128.78,26.07,15.89,northwest
2016.0,Month_9,siouxrapids,214.89,24.08,12.85,northwest
2017.0,Month_1,siouxrapids,23.38,-1.92,-9.25,northwest
2017.0,Month_10,siouxrapids,108.72,15.57,4.77,northwest
2017.0,Month_11,siouxrapids,6.1,7.78,-3.83,northwest
2017.0,Month_12,siouxrapids,7.14,-0.66,-10.86,northwest
2017.0,Month_2,siouxrapids,16.01,4.96,-5.5,northwest
2017.0,Month_3,siouxrapids,35.06,5.93,-3.15,northwest
2017.0,Month_4,siouxrapids,99.07,15.04,4.37,northwest
2017.0,Month_5,siouxrapids,94.5,21.06,8.17,northwest
2017.0,Month_6,siouxrapids,61.22,27.81,14.93,northwest
2017.0,Month_7,siouxrapids,16.26,29.48,17.41,northwest
2017.0,Month_8,siouxrapids,110.75,24.46,13.73,northwest
2017.0,Month_9,siouxrapids,67.56,25.17,12.43,northwest
2018.0,Month_1,siouxrapids,13.73,-2.85,-13.42,northwest
2018.0,Month_10,siouxrapids,62.99,13.23,2.44,northwest
2018.0,Month_11,siouxrapids,26.94,2.76,-6.49,northwest
2018.0,Month_12,siouxrapids,44.96,-0.46,-7.93,northwest
2018.0,Month_2,siouxrapids,21.86,-3.47,-13.95,northwest
2018.0,Month_3,siouxrapids,50.81,4.34,-3.57,northwest
2018.0,Month_4,siouxrapids,56.65,8.19,-3.28,northwest
2018.0,Month_5,siouxrapids,118.12,24.75,12.47,northwest
2018.0,Month_6,siouxrapids,242.07,27.91,17.44,northwest
2018.0,Month_7,siouxrapids,79.76,27.41,16.49,northwest
2018.0,Month_8,siouxrapids,132.59,26.24,15.89,northwest
2018.0,Month_9,siouxrapids,331.98,22.97,12.41,northwest
2019.0,Month_1,siouxrapids,3.57,-3.66,-13.49,northwest
2019.0,Month_10,siouxrapids,93.48,12.19,1.77,northwest
2019.0,Month_11,siouxrapids,43.95,4.5,-5.33,northwest
2019.0,Month_12,siouxrapids,27.44,0.52,-8.39,northwest
2019.0,Month_2,siouxrapids,62.49,-6.88,-15.79,northwest
2019.0,Month_3,siouxrapids,54.11,2.41,-6.46,northwest
2019.0,Month_4,siouxrapids,103.38,14.69,2.67,northwest
2019.0,Month_5,siouxrapids,205.5,18.17,7.78,northwest
2019.0,Month_6,siouxrapids,92.96,26.13,15.07,northwest
2019.0,Month_7,siouxrapids,96.01,27.15,17.6,northwest
2019.0,Month_8,siouxrapids,44.2,24.96,14.77,northwest
2019.0,Month_9,siouxrapids,110.24,24.37,14.3,northwest
2020.0,Month_1,siouxrapids,19.83,-2.78,-11.34,northwest
2020.0,Month_10,siouxrapids,62.75,12.63,0.72,northwest
2020.0,Month_11,siouxrapids,49.54,10.09,-2.74,northwest
2020.0,Month_12,siouxrapids,18.8,2.26,-9.61,northwest
2020.0,Month_2,siouxrapids,6.36,-0.32,-10.58,northwest
2020.0,Month_3,siouxrapids,96.79,8.28,-1.59,northwest
2020.0,Month_4,siouxrapids,18.05,14.35,0.06,northwest
2020.0,Month_5,siouxrapids,100.34,19.09,8.85,northwest
2020.0,Month_6,siouxrapids,134.88,29.35,16.63,northwest
2020.0,Month_7,siouxrapids,36.84,29.98,17.58,northwest
2020.0,Month_8,siouxrapids,23.37,28.96,15.04,northwest
2020.0,Month_9,siouxrapids,39.63,23.02,10.07,northwest
2021.0,Month_1,siouxrapids,25.91,-0.74,-10.09,northwest
2021.0,Month_10,siouxrapids,161.04,17.76,5.52,northwest
2021.0,Month_11,siouxrapids,8.9,8.65,-3.31,northwest
2021.0,Month_12,siouxrapids,18.04,3.39,-7.74,northwest
2021.0,Month_2,siouxrapids,50.04,-7.46,-17.34,northwest
2021.0,Month_3,siouxrapids,52.84,10.39,-2.85,northwest
2021.0,Month_4,siouxrapids,29.46,14.87,1.19,northwest
2021.0,Month_5,siouxrapids,110.75,20.57,7.7,northwest
2021.0,Month_6,siouxrapids,47.75,29.9,13.95,northwest
2021.0,Month_7,siouxrapids,95.25,28.33,15.23,northwest
2021.0,Month_8,siouxrapids,105.93,28.41,15.02,northwest
2021.0,Month_9,siouxrapids,61.22,25.34,10.23,northwest
2022.0,Month_1,siouxrapids,24.9,-2.57,-17.72,northwest
2022.0,Month_10,siouxrapids,5.59,17.81,0.88,northwest
2022.0,Month_11,siouxrapids,24.39,7.78,-5.0,northwest
2022.0,Month_12,siouxrapids,56.15,-4.3,-12.83,northwest
2022.0,Month_2,siouxrapids,8.38,-0.97,-15.02,northwest
2022.0,Month_3,siouxrapids,33.28,7.2,-5.09,northwest
2022.0,Month_4,siouxrapids,48.52,11.52,-1.87,northwest
2022.0,Month_5,siouxrapids,90.18,21.31,7.9,northwest
2022.0,Month_6,siouxrapids,39.88,28.01,13.51,northwest
2022.0,Month_7,siouxrapids,74.93,29.48,16.31,northwest
2022.0,Month_8,siouxrapids,65.03,28.16,14.44,northwest
2022.0,Month_9,siouxrapids,29.97,25.56,9.83,northwest
2023.0,Month_1,siouxrapids,57.67,-2.51,-11.92,northwest
2023.0,Month_10,siouxrapids,188.22,17.17,4.23,northwest
2023.0,Month_11,siouxrapids,2.29,10.11,-3.72,northwest
2023.0,Month_12,siouxrapids,49.28,5.25,-5.04,northwest
2023.0,Month_2,siouxrapids,45.21,-0.73,-12.7,northwest
2023.0,Month_3,siouxrapids,25.15,3.19,-6.97,northwest
2023.0,Month_4,siouxrapids,48.52,15.13,0.69,northwest
2023.0,Month_5,siouxrapids,134.37,23.87,8.37,northwest
2023.0,Month_6,siouxrapids,102.11,28.56,14.19,northwest
2023.0,Month_7,siouxrapids,131.07,27.6,14.34,northwest
2023.0,Month_8,siouxrapids,107.19,28.35,15.57,northwest
2023.0,Month_9,siouxrapids,50.55,25.65,11.35,northwest
2024.0,Month_1,siouxrapids,20.07,-4.74,-12.13,northwest
2024.0,Month_10,siouxrapids,17.02,21.78,4.24,northwest
2024.0,Month_11,siouxrapids,103.13,8.3,-2.13,northwest
2024.0,Month_12,siouxrapids,5.08,0.35,-12.22,northwest
2024.0,Month_2,siouxrapids,2.54,7.74,-5.23,northwest
2024.0,Month_3,siouxrapids,90.94,9.5,-5.11,northwest
2024.0,Month_4,siouxrapids,109.98,15.83,2.33,northwest
2024.0,Month_5,siouxrapids,284.99,22.33,7.83,northwest
2024.0,Month_6,siouxrapids,209.55,27.54,14.17,northwest
2024.0,Month_7,siouxrapids,73.15,27.89,16.02,northwest
2024.0,Month_8,siouxrapids,63.76,27.59,15.28,northwest
2024.0,Month_9,siouxrapids,14.23,26.8,10.33,northwest
2015.0,Month_1,spencerarea,4.34,-1.65,-11.18,northwest
2015.0,Month_10,spencerarea,34.55,18.41,4.28,northwest
2015.0,Month_11,spencerarea,110.76,9.09,-1.02,northwest
2015.0,Month_12,spencerarea,48.27,0.68,-6.9,northwest
2015.0,Month_2,spencerarea,0.54,-3.93,-15.26,northwest
2015.0,Month_3,spencerarea,14.23,10.91,-4.41,northwest
2015.0,Month_4,spencerarea,64.27,17.54,2.09,northwest
2015.0,Month_5,spencerarea,93.74,20.86,8.98,northwest
2015.0,Month_6,spencerarea,58.43,27.24,14.24,northwest
2015.0,Month_7,spencerarea,75.7,29.03,15.07,northwest
2015.0,Month_8,spencerarea,139.96,26.67,14.0,northwest
2015.0,Month_9,spencerarea,65.54,26.07,13.11,northwest
2016.0,Month_1,spencerarea,10.2,-4.14,-13.14,northwest
2016.0,Month_10,spencerarea,87.39,17.67,4.53,northwest
2016.0,Month_11,spencerarea,35.83,12.24,-0.96,northwest
2016.0,Month_12,spencerarea,27.2,-1.33,-10.7,northwest
2016.0,Month_2,spencerarea,6.39,0.11,-7.64,northwest
2016.0,Month_3,spencerarea,38.63,10.38,-1.92,northwest
2016.0,Month_4,spencerarea,136.15,14.93,3.13,northwest
2016.0,Month_5,spencerarea,106.94,21.68,8.06,northwest
2016.0,Month_6,spencerarea,140.47,28.91,15.39,northwest
2016.0,Month_7,spencerarea,86.37,28.42,16.4,northwest
2016.0,Month_8,spencerarea,62.75,27.99,14.66,northwest
2016.0,Month_9,spencerarea,171.2,24.98,12.39,northwest
2017.0,Month_1,spencerarea,14.24,-1.94,-9.23,northwest
2017.0,Month_10,spencerarea,87.64,16.11,3.84,northwest
2017.0,Month_11,spencerarea,5.59,7.93,-5.48,northwest
2017.0,Month_12,spencerarea,1.31,-1.26,-11.91,northwest
2017.0,Month_2,spencerarea,10.68,4.98,-6.11,northwest
2017.0,Month_3,spencerarea,34.56,6.2,-4.5,northwest
2017.0,Month_4,spencerarea,76.97,15.44,3.58,northwest
2017.0,Month_5,spencerarea,109.23,21.45,7.24,northwest
2017.0,Month_6,spencerarea,77.47,29.08,13.77,northwest
2017.0,Month_7,spencerarea,15.76,30.78,16.33,northwest
2017.0,Month_8,spencerarea,159.02,25.74,12.96,northwest
2017.0,Month_9,spencerarea,83.57,25.89,11.39,northwest
2018.0,Month_1,spencerarea,0.29,-2.65,-14.43,northwest
2018.0,Month_10,spencerarea,21.36,13.64,1.63,northwest
2018.0,Month_11,spencerarea,4.6,3.04,-6.5,northwest
2018.0,Month_12,spencerarea,18.82,0.13,-8.28,northwest
2018.0,Month_2,spencerarea,1.31,-3.99,-15.65,northwest
2018.0,Month_3,spencerarea,62.5,4.62,-3.23,northwest
2018.0,Month_4,spencerarea,17.8,8.48,-3.35,northwest
2018.0,Month_5,spencerarea,87.65,25.61,12.08,northwest
2018.0,Month_6,spencerarea,199.66,28.28,17.39,northwest
2018.0,Month_7,spencerarea,97.8,29.41,16.93,northwest
2018.0,Month_8,spencerarea,54.89,28.12,15.27,northwest
2018.0,Month_9,spencerarea,216.17,24.33,12.66,northwest
2019.0,Month_1,spencerarea,1.05,-3.84,-13.51,northwest
2019.0,Month_10,spencerarea,112.54,13.15,1.74,northwest
2019.0,Month_11,spencerarea,41.93,5.44,-4.65,northwest
2019.0,Month_12,spencerarea,24.66,0.32,-9.19,northwest
2019.0,Month_2,spencerarea,20.08,-6.25,-15.91,northwest
2019.0,Month_3,spencerarea,36.09,3.37,-6.57,northwest
2019.0,Month_4,spencerarea,120.66,15.22,2.48,northwest
2019.0,Month_5,spencerarea,163.08,19.28,8.03,northwest
2019.0,Month_6,spencerarea,84.6,27.48,14.65,northwest
2019.0,Month_7,spencerarea,97.3,29.39,18.1,northwest
2019.0,Month_8,spencerarea,37.61,27.46,14.89,northwest
2019.0,Month_9,spencerarea,117.87,26.07,14.57,northwest
2020.0,Month_1,spencerarea,24.39,-2.03,-10.79,northwest
2020.0,Month_10,spencerarea,42.18,13.42,-0.14,northwest
2020.0,Month_11,spencerarea,23.88,11.04,-3.04,northwest
2020.0,Month_12,spencerarea,10.42,3.05,-10.09,northwest
2020.0,Month_2,spencerarea,5.59,0.02,-10.77,northwest
2020.0,Month_3,spencerarea,66.3,8.85,-1.67,northwest
2020.0,Month_4,spencerarea,17.29,15.54,-0.72,northwest
2020.0,Month_5,spencerarea,125.74,19.94,8.48,northwest
2020.0,Month_6,spencerarea,74.18,30.44,16.93,northwest
2020.0,Month_7,spencerarea,34.29,31.13,16.63,northwest
2020.0,Month_8,spencerarea,12.45,30.89,14.96,northwest
2020.0,Month_9,spencerarea,25.92,24.56,9.5,northwest
2021.0,Month_1,spencerarea,16.53,-0.32,-9.52,northwest
2021.0,Month_10,spencerarea,89.92,18.76,5.61,northwest
2021.0,Month_11,spencerarea,14.23,10.08,-2.84,northwest
2021.0,Month_12,spencerarea,11.7,3.58,-8.53,northwest
2021.0,Month_2,spencerarea,12.21,-6.94,-16.96,northwest
2021.0,Month_3,spencerarea,40.65,10.8,-1.36,northwest
2021.0,Month_4,spencerarea,56.41,16.07,1.67,northwest
2021.0,Month_5,spencerarea,78.75,21.52,8.44,northwest
2021.0,Month_6,spencerarea,40.4,31.52,15.41,northwest
2021.0,Month_7,spencerarea,82.3,29.91,16.06,northwest
2021.0,Month_8,spencerarea,153.93,29.09,15.72,northwest
2021.0,Month_9,spencerarea,106.18,26.49,10.31,northwest
2022.0,Month_1,spencerarea,8.91,-1.97,-17.17,northwest
2022.0,Month_10,spencerarea,2.81,19.55,0.97,northwest
2022.0,Month_11,spencerarea,31.25,7.7,-4.94,northwest
2022.0,Month_12,spencerarea,62.0,-3.17,-12.1,northwest
2022.0,Month_2,spencerarea,9.16,-0.22,-14.4,northwest
2022.0,Month_3,spencerarea,40.15,7.47,-3.85,northwest
2022.0,Month_4,spencerarea,56.14,12.91,-0.21,northwest
2022.0,Month_5,spencerarea,88.91,22.83,9.19,northwest
2022.0,Month_6,spencerarea,81.29,29.39,15.06,northwest
2022.0,Month_7,spencerarea,70.11,30.59,16.94,northwest
2022.0,Month_8,spencerarea,89.42,29.16,15.31,northwest
2022.0,Month_9,spencerarea,15.0,27.15,10.13,northwest
2023.0,Month_1,spencerarea,32.54,-2.96,-12.51,northwest
2023.0,Month_10,spencerarea,135.4,17.62,4.86,northwest
2023.0,Month_11,spencerarea,0.78,11.3,-3.52,northwest
2023.0,Month_12,spencerarea,34.05,6.0,-5.05,northwest
2023.0,Month_2,spencerarea,33.79,-0.62,-12.14,northwest
2023.0,Month_3,spencerarea,39.13,3.76,-6.16,northwest
2023.0,Month_4,spencerarea,30.75,16.17,1.78,northwest
2023.0,Month_5,spencerarea,120.4,25.44,10.11,northwest
2023.0,Month_6,spencerarea,89.42,29.43,16.13,northwest
2023.0,Month_7,spencerarea,28.47,29.16,14.52,northwest
2023.0,Month_8,spencerarea,94.5,29.32,16.61,northwest
2023.0,Month_9,spencerarea,6.62,27.48,12.17,northwest
2024.0,Month_1,spencerarea,15.5,-3.03,-11.13,northwest
2024.0,Month_10,spencerarea,26.16,22.09,4.5,northwest
2024.0,Month_11,spencerarea,70.12,8.96,-1.31,northwest
2024.0,Month_12,spencerarea,0.01,5.63,-9.68,northwest
2024.0,Month_2,spencerarea,4.84,8.72,-4.83,northwest
2024.0,Month_3,spencerarea,59.7,10.86,-4.23,northwest
2024.0,Month_4,spencerarea,112.02,17.31,3.04,northwest
2024.0,Month_5,spencerarea,177.55,23.66,9.44,northwest
2024.0,Month_6,spencerarea,271.29,28.24,15.67,northwest
2024.0,Month_7,spencerarea,47.27,29.28,17.51,northwest
2024.0,Month_8,spencerarea,67.33,28.37,15.41,northwest
2024.0,Month_9,spencerarea,23.63,28.0,10.83,northwest
2015.0,Month_1,algona,23.63,-3.17,-12.59,northcentral
2015.0,Month_10,algona,31.75,17.83,3.78,northcentral
2015.0,Month_11,algona,117.86,8.45,-1.84,northcentral
2015.0,Month_12,algona,69.87,1.56,-5.68,northcentral
2015.0,Month_2,algona,26.69,-5.85,-16.59,northcentral
2015.0,Month_3,algona,18.29,8.53,-4.89,northcentral
2015.0,Month_4,algona,124.97,16.35,2.69,northcentral
2015.0,Month_5,algona,161.55,20.14,8.46,northcentral
2015.0,Month_6,algona,109.99,25.61,14.89,northcentral
2015.0,Month_7,algona,117.36,27.11,15.63,northcentral
2015.0,Month_8,algona,213.87,25.29,13.84,northcentral
2015.0,Month_9,algona,71.89,25.7,13.17,northcentral
2016.0,Month_1,algona,4.33,-5.42,-13.45,northcentral
2016.0,Month_10,algona,80.02,17.93,4.56,northcentral
2016.0,Month_11,algona,28.46,12.09,-0.17,northcentral
2016.0,Month_12,algona,42.19,-2.31,-11.89,northcentral
2016.0,Month_2,algona,22.38,0.02,-7.93,northcentral
2016.0,Month_3,algona,58.18,9.28,-2.96,northcentral
2016.0,Month_4,algona,71.9,15.41,2.52,northcentral
2016.0,Month_5,algona,119.9,21.09,8.74,northcentral
2016.0,Month_6,algona,78.99,28.37,15.23,northcentral
2016.0,Month_7,algona,124.22,27.51,16.11,northcentral
2016.0,Month_8,algona,130.56,26.65,15.46,northcentral
2016.0,Month_9,algona,271.78,25.0,12.18,northcentral
2017.0,Month_1,algona,41.42,-2.22,-9.81,northcentral
2017.0,Month_10,algona,143.52,16.31,4.8,northcentral
2017.0,Month_11,algona,6.35,6.65,-4.87,northcentral
2017.0,Month_12,algona,8.9,-0.39,-11.15,northcentral
2017.0,Month_2,algona,52.07,4.92,-6.13,northcentral
2017.0,Month_3,algona,62.76,4.96,-5.25,northcentral
2017.0,Month_4,algona,69.61,14.98,2.89,northcentral
2017.0,Month_5,algona,158.51,20.29,7.39,northcentral
2017.0,Month_6,algona,62.99,28.06,13.89,northcentral
2017.0,Month_7,algona,37.34,29.05,16.41,northcentral
2017.0,Month_8,algona,188.72,25.04,13.67,northcentral
2017.0,Month_9,algona,48.26,25.48,11.99,northcentral
2018.0,Month_1,algona,24.64,-4.89,-15.0,northcentral
2018.0,Month_10,algona,88.14,13.51,1.87,northcentral
2018.0,Month_11,algona,35.31,2.26,-7.46,northcentral
2018.0,Month_12,algona,48.52,0.12,-8.21,northcentral
2018.0,Month_2,algona,31.5,-4.22,-15.08,northcentral
2018.0,Month_3,algona,65.53,4.05,-4.37,northcentral
2018.0,Month_4,algona,80.26,7.57,-3.81,northcentral
2018.0,Month_5,algona,140.46,25.09,12.22,northcentral
2018.0,Month_6,algona,232.16,28.83,16.87,northcentral
2018.0,Month_7,algona,90.42,28.94,16.72,northcentral
2018.0,Month_8,algona,163.83,27.66,15.38,northcentral
2018.0,Month_9,algona,277.11,25.85,12.28,northcentral
2019.0,Month_1,algona,10.93,-4.3,-14.87,northcentral
2019.0,Month_10,algona,135.14,12.58,1.61,northcentral
2019.0,Month_11,algona,60.46,3.39,-6.28,northcentral
2019.0,Month_12,algona,41.15,0.76,-9.2,northcentral
2019.0,Month_2,algona,59.44,-6.28,-19.51,northcentral
2019.0,Month_3,algona,55.12,2.93,-9.31,northcentral
2019.0,Month_4,algona,99.57,15.17,0.61,northcentral
2019.0,Month_5,algona,182.63,20.39,6.06,northcentral
2019.0,Month_6,algona,87.38,26.3,14.31,northcentral
2019.0,Month_7,algona,117.09,29.32,17.65,northcentral
2019.0,Month_8,algona,92.96,26.67,14.33,northcentral
2019.0,Month_9,algona,113.29,25.31,13.41,northcentral
2020.0,Month_1,algona,48.03,-3.03,-11.7,northcentral
2020.0,Month_10,algona,43.19,12.28,0.16,northcentral
2020.0,Month_11,algona,44.45,10.56,-2.48,northcentral
2020.0,Month_12,algona,12.19,1.81,-9.11,northcentral
2020.0,Month_2,algona,15.75,-1.4,-12.2,northcentral
2020.0,Month_3,algona,68.6,7.67,-2.94,northcentral
2020.0,Month_4,algona,33.79,13.57,-0.74,northcentral
2020.0,Month_5,algona,114.82,19.67,8.35,northcentral
2020.0,Month_6,algona,80.78,29.19,16.29,northcentral
2020.0,Month_7,algona,58.69,30.04,17.44,northcentral
2020.0,Month_8,algona,45.73,29.19,15.0,northcentral
2020.0,Month_9,algona,57.15,23.17,9.74,northcentral
2021.0,Month_1,algona,22.87,-1.59,-9.73,northcentral
2021.0,Month_10,algona,97.03,18.24,6.33,northcentral
2021.0,Month_11,algona,13.46,8.07,-3.26,northcentral
2021.0,Month_12,algona,31.76,2.9,-8.39,northcentral
2021.0,Month_2,algona,19.31,-8.25,-16.21,northcentral
2021.0,Month_3,algona,67.06,10.05,-1.77,northcentral
2021.0,Month_4,algona,35.56,14.93,1.87,northcentral
2021.0,Month_5,algona,86.11,20.65,8.19,northcentral
2021.0,Month_6,algona,45.97,31.04,15.89,northcentral
2021.0,Month_7,algona,77.22,29.22,17.04,northcentral
2021.0,Month_8,algona,153.42,29.57,15.68,northcentral
2021.0,Month_9,algona,61.47,26.19,10.99,northcentral
2022.0,Month_1,algona,24.66,-4.5,-18.93,northcentral
2022.0,Month_10,algona,17.79,16.94,1.59,northcentral
2022.0,Month_11,algona,20.84,7.64,-4.19,northcentral
2022.0,Month_12,algona,38.62,-4.43,-12.76,northcentral
2022.0,Month_2,algona,7.88,-2.45,-15.76,northcentral
2022.0,Month_3,algona,26.17,6.33,-5.02,northcentral
2022.0,Month_4,algona,78.49,10.35,-1.76,northcentral
2022.0,Month_5,algona,65.54,21.74,8.94,northcentral
2022.0,Month_6,algona,48.77,28.39,15.33,northcentral
2022.0,Month_7,algona,64.78,29.46,17.1,northcentral
2022.0,Month_8,algona,104.14,27.67,15.24,northcentral
2022.0,Month_9,algona,41.15,24.76,10.19,northcentral
2023.0,Month_1,algona,60.21,-3.04,-11.44,northcentral
2023.0,Month_10,algona,89.41,17.26,5.13,northcentral
2023.0,Month_11,algona,2.29,9.78,-4.04,northcentral
2023.0,Month_12,algona,45.47,4.87,-4.78,northcentral
2023.0,Month_2,algona,46.74,-1.59,-13.1,northcentral
2023.0,Month_3,algona,29.72,3.31,-6.86,northcentral
2023.0,Month_4,algona,78.23,14.89,1.02,northcentral
2023.0,Month_5,algona,79.76,23.89,9.39,northcentral
2023.0,Month_6,algona,113.28,28.97,15.17,northcentral
2023.0,Month_7,algona,64.52,28.12,15.44,northcentral
2023.0,Month_8,algona,55.37,28.67,15.68,northcentral
2023.0,Month_9,algona,63.5,26.15,12.13,northcentral
2024.0,Month_1,algona,20.08,-4.7,-11.29,northcentral
2024.0,Month_10,algona,18.54,21.58,4.71,northcentral
2024.0,Month_11,algona,72.91,7.61,-2.0,northcentral
2024.0,Month_12,algona,0.25,0.21,-12.43,northcentral
2024.0,Month_2,algona,3.56,7.47,-5.54,northcentral
2024.0,Month_3,algona,91.95,9.8,-4.83,northcentral
2024.0,Month_4,algona,114.55,15.56,2.76,northcentral
2024.0,Month_5,algona,305.31,22.9,9.25,northcentral
2024.0,Month_6,algona,279.4,27.56,15.28,northcentral
2024.0,Month_7,algona,136.65,27.96,16.7,northcentral
2024.0,Month_8,algona,107.7,27.11,15.29,northcentral
2024.0,Month_9,algona,5.33,26.63,11.23,northcentral
2015.0,Month_1,estherville4e,7.62,-3.05,-13.12,northcentral
2015.0,Month_10,estherville4e,55.12,16.92,2.9,northcentral
2015.0,Month_11,estherville4e,91.95,7.91,-1.76,northcentral
2015.0,Month_12,estherville4e,107.7,0.67,-6.5,northcentral
2015.0,Month_2,estherville4e,31.24,-5.77,-16.94,northcentral
2015.0,Month_3,estherville4e,12.45,8.06,-5.02,northcentral
2015.0,Month_4,estherville4e,52.08,16.07,2.19,northcentral
2015.0,Month_5,estherville4e,113.54,19.71,8.64,northcentral
2015.0,Month_6,estherville4e,68.84,25.78,14.78,northcentral
2015.0,Month_7,estherville4e,60.45,27.69,15.65,northcentral
2015.0,Month_8,estherville4e,175.52,25.54,13.92,northcentral
2015.0,Month_9,estherville4e,58.17,25.22,12.69,northcentral
2016.0,Month_1,estherville4e,25.66,-5.75,-14.48,northcentral
2016.0,Month_10,estherville4e,97.54,17.28,3.96,northcentral
2016.0,Month_11,estherville4e,26.42,11.11,-0.19,northcentral
2016.0,Month_12,estherville4e,35.82,-3.08,-12.56,northcentral
2016.0,Month_2,estherville4e,51.57,-0.73,-8.67,northcentral
2016.0,Month_3,estherville4e,49.54,8.87,-1.83,northcentral
2016.0,Month_4,estherville4e,90.18,14.48,2.63,northcentral
2016.0,Month_5,estherville4e,123.19,20.81,8.26,northcentral
2016.0,Month_6,estherville4e,73.66,28.35,15.5,northcentral
2016.0,Month_7,estherville4e,114.05,28.02,15.98,northcentral
2016.0,Month_8,estherville4e,62.24,26.97,15.34,northcentral
2016.0,Month_9,estherville4e,169.93,23.85,12.04,northcentral
2017.0,Month_1,estherville4e,43.7,-3.57,-10.66,northcentral
2017.0,Month_10,estherville4e,108.72,15.48,3.75,northcentral
2017.0,Month_11,estherville4e,5.85,5.46,-5.81,northcentral
2017.0,Month_12,estherville4e,5.08,-1.61,-11.95,northcentral
2017.0,Month_2,estherville4e,16.76,4.34,-6.58,northcentral
2017.0,Month_3,estherville4e,60.72,4.39,-5.39,northcentral
2017.0,Month_4,estherville4e,48.26,13.77,2.99,northcentral
