Year,Month,Stations,prec,tmax,tmin,Region
2019.0,Month_4,donnellson,55.38,17.48,4.94,southeast
2019.0,Month_5,donnellson,329.95,21.16,10.75,southeast
2019.0,Month_6,donnellson,115.83,27.85,16.67,southeast
2019.0,Month_7,donnellson,59.94,32.37,20.18,southeast
2019.0,Month_8,donnellson,83.57,29.07,17.24,southeast
2019.0,Month_9,donnellson,222.25,27.72,16.2,southeast
2020.0,Month_1,donnellson,61.99,2.29,-6.88,southeast
2020.0,Month_10,donnellson,20.07,16.33,4.86,southeast
2020.0,Month_11,donnellson,83.57,14.52,1.51,southeast
2020.0,Month_12,donnellson,66.81,4.61,-6.06,southeast
2020.0,Month_2,donnellson,14.23,3.89,-6.48,southeast
2020.0,Month_3,donnellson,81.53,11.52,0.89,southeast
2020.0,Month_4,donnellson,84.58,15.96,3.56,southeast
2020.0,Month_5,donnellson,109.99,20.34,10.75,southeast
2020.0,Month_6,donnellson,117.1,29.15,17.74,southeast
2020.0,Month_7,donnellson,155.2,30.78,20.52,southeast
2020.0,Month_8,donnellson,7.37,30.02,16.92,southeast
2020.0,Month_9,donnellson,124.97,24.61,12.09,southeast
2021.0,Month_1,donnellson,55.64,1.33,-6.85,southeast
2021.0,Month_10,donnellson,123.7,19.91,9.81,southeast
2021.0,Month_11,donnellson,13.98,10.94,-0.91,southeast
2021.0,Month_12,donnellson,22.11,8.82,-3.3,southeast
2021.0,Month_2,donnellson,22.61,-3.67,-12.46,southeast
2021.0,Month_3,donnellson,82.3,13.37,1.65,southeast
2021.0,Month_4,donnellson,131.57,17.06,4.69,southeast
2021.0,Month_5,donnellson,172.47,21.29,10.63,southeast
2021.0,Month_6,donnellson,121.92,29.46,17.78,southeast
2021.0,Month_7,donnellson,119.38,29.6,19.04,southeast
2021.0,Month_8,donnellson,73.92,30.44,18.43,southeast
2021.0,Month_9,donnellson,77.48,28.2,13.98,southeast
2022.0,Month_1,donnellson,20.33,-2.74,-14.48,southeast
2022.0,Month_10,donnellson,38.87,18.73,3.84,southeast
2022.0,Month_11,donnellson,52.83,11.22,-1.35,southeast
2022.0,Month_12,donnellson,31.5,1.76,-7.83,southeast
2022.0,Month_2,donnellson,29.73,2.22,-10.26,southeast
2022.0,Month_3,donnellson,97.79,10.75,-1.42,southeast
2022.0,Month_4,donnellson,118.87,14.37,2.87,southeast
2022.0,Month_5,donnellson,89.92,23.84,12.35,southeast
2022.0,Month_6,donnellson,55.63,29.52,17.57,southeast
2022.0,Month_7,donnellson,43.19,30.24,18.72,southeast
2022.0,Month_8,donnellson,34.55,30.13,17.8,southeast
2022.0,Month_9,donnellson,152.15,26.15,13.08,southeast
2023.0,Month_1,donnellson,57.67,3.43,-5.24,southeast
2023.0,Month_10,donnellson,79.26,19.68,7.29,southeast
2023.0,Month_11,donnellson,17.28,11.13,-1.9,southeast
2023.0,Month_12,donnellson,82.05,7.58,-0.59,southeast
2023.0,Month_2,donnellson,85.34,6.63,-6.21,southeast
2023.0,Month_3,donnellson,104.4,9.07,-1.61,southeast
2023.0,Month_4,donnellson,39.63,18.96,4.26,southeast
2023.0,Month_5,donnellson,84.58,24.52,11.43,southeast
2023.0,Month_6,donnellson,38.86,29.14,16.11,southeast
2023.0,Month_7,donnellson,167.39,29.96,18.39,southeast
2023.0,Month_8,donnellson,134.11,28.83,18.11,southeast
2023.0,Month_9,donnellson,32.26,26.74,13.66,southeast
2024.0,Month_1,donnellson,83.83,-2.26,-8.93,southeast
2024.0,Month_10,donnellson,54.87,22.99,6.85,southeast
2024.0,Month_11,donnellson,72.14,11.44,1.72,southeast
2024.0,Month_12,donnellson,2.54,1.11,-9.51,southeast
2024.0,Month_2,donnellson,2.8,11.34,-3.1,southeast
2024.0,Month_3,donnellson,102.62,13.35,0.43,southeast
2024.0,Month_4,donnellson,208.03,18.02,5.85,southeast
2024.0,Month_5,donnellson,97.28,25.07,12.92,southeast
2024.0,Month_6,donnellson,83.82,29.87,18.28,southeast
2024.0,Month_7,donnellson,201.68,28.63,18.24,southeast
2024.0,Month_8,donnellson,77.98,28.57,17.46,southeast
2024.0,Month_9,donnellson,26.16,26.65,13.45,southeast
2015.0,Month_1,fortmadison,29.98,0.75,-8.78,southeast
2015.0,Month_10,fortmadison,50.04,18.47,8.33,southeast
2015.0,Month_11,fortmadison,129.8,12.24,2.56,southeast
2015.0,Month_12,fortmadison,98.04,7.35,0.36,southeast
2015.0,Month_2,fortmadison,31.5,-3.08,-13.1,southeast
2015.0,Month_3,fortmadison,5.34,9.85,-1.87,southeast
2015.0,Month_4,fortmadison,40.9,18.33,5.98,southeast
2015.0,Month_5,fortmadison,130.06,21.43,11.67,southeast
2015.0,Month_6,fortmadison,231.65,25.02,16.37,southeast
2015.0,Month_7,fortmadison,199.9,26.9,18.39,southeast
2015.0,Month_8,fortmadison,71.12,27.45,17.97,southeast
2015.0,Month_9,fortmadison,36.07,27.01,16.4,southeast
2016.0,Month_1,fortmadison,14.48,0.72,-7.65,southeast
2016.0,Month_10,fortmadison,76.46,20.41,10.57,southeast
2016.0,Month_11,fortmadison,48.27,13.79,4.58,southeast
2016.0,Month_12,fortmadison,32.01,1.26,-6.09,southeast
2016.0,Month_2,fortmadison,21.59,4.25,-4.23,southeast
2016.0,Month_3,fortmadison,58.43,11.86,2.72,southeast
2016.0,Month_4,fortmadison,73.92,16.02,6.44,southeast
2016.0,Month_5,fortmadison,66.81,20.46,10.93,southeast
2016.0,Month_6,fortmadison,13.97,28.66,17.41,southeast
2016.0,Month_7,fortmadison,169.67,27.22,18.91,southeast
2016.0,Month_8,fortmadison,148.34,28.76,19.95,southeast
2016.0,Month_9,fortmadison,33.03,26.87,16.69,southeast
2017.0,Month_1,fortmadison,49.28,2.24,-4.89,southeast
2017.0,Month_10,fortmadison,149.11,18.96,9.55,southeast
2017.0,Month_11,fortmadison,31.75,9.54,-0.31,southeast
2017.0,Month_12,fortmadison,8.89,2.33,-6.22,southeast
2017.0,Month_2,fortmadison,11.18,9.94,-1.36,southeast
2017.0,Month_3,fortmadison,84.85,10.31,1.69,southeast
2017.0,Month_4,fortmadison,155.19,18.18,8.22,southeast
2017.0,Month_5,fortmadison,63.75,22.48,11.44,southeast
2017.0,Month_6,fortmadison,36.32,29.52,17.48,southeast
2017.0,Month_7,fortmadison,144.02,31.47,19.73,southeast
2017.0,Month_8,fortmadison,82.8,27.33,16.42,southeast
2017.0,Month_9,fortmadison,7.87,27.39,14.46,southeast
2018.0,Month_1,fortmadison,11.69,0.31,-9.29,southeast
2018.0,Month_10,fortmadison,173.74,16.83,7.09,southeast
2018.0,Month_11,fortmadison,77.99,5.25,-2.7,southeast
2018.0,Month_12,fortmadison,64.52,4.98,-3.37,southeast
2018.0,Month_2,fortmadison,101.61,2.9,-7.06,southeast
2018.0,Month_3,fortmadison,100.84,8.0,-0.76,southeast
2018.0,Month_4,fortmadison,26.16,12.78,1.2,southeast
2018.0,Month_5,fortmadison,62.48,27.37,16.33,southeast
2018.0,Month_6,fortmadison,125.22,29.43,19.0,southeast
2018.0,Month_7,fortmadison,53.09,29.43,19.26,southeast
2018.0,Month_8,fortmadison,107.7,29.75,19.77,southeast
2018.0,Month_9,fortmadison,130.81,25.5,15.26,southeast
2019.0,Month_1,fortmadison,51.58,-0.57,-9.0,southeast
2019.0,Month_10,fortmadison,49.02,15.34,5.82,southeast
2019.0,Month_11,fortmadison,36.08,7.56,-1.69,southeast
2019.0,Month_12,fortmadison,40.65,6.58,-2.81,southeast
2019.0,Month_2,fortmadison,68.33,0.78,-8.89,southeast
2019.0,Month_3,fortmadison,116.85,7.97,-1.63,southeast
2019.0,Month_4,fortmadison,94.24,16.44,6.28,southeast
2019.0,Month_5,fortmadison,230.89,20.59,11.54,southeast
2019.0,Month_6,fortmadison,156.72,26.57,17.16,southeast
2019.0,Month_7,fortmadison,13.97,30.9,20.94,southeast
2019.0,Month_8,fortmadison,91.7,28.03,18.49,southeast
2019.0,Month_9,fortmadison,177.8,26.9,17.72,southeast
2020.0,Month_1,fortmadison,104.9,1.81,-5.32,southeast
2020.0,Month_10,fortmadison,47.76,16.45,5.82,southeast
2020.0,Month_11,fortmadison,65.03,13.2,2.41,southeast
2020.0,Month_12,fortmadison,64.77,4.75,-4.43,southeast
2020.0,Month_2,fortmadison,11.18,3.81,-5.04,southeast
2020.0,Month_3,fortmadison,78.75,11.54,2.44,southeast
2020.0,Month_4,fortmadison,72.9,15.46,4.74,southeast
2020.0,Month_5,fortmadison,148.85,20.47,11.04,southeast
2020.0,Month_6,fortmadison,129.29,28.57,18.74,southeast
2020.0,Month_7,fortmadison,81.79,30.3,20.91,southeast
2020.0,Month_8,fortmadison,20.58,29.1,18.64,southeast
2020.0,Month_9,fortmadison,109.22,23.16,13.43,southeast
2021.0,Month_1,fortmadison,68.08,1.16,-4.8,southeast
2021.0,Month_10,fortmadison,147.32,19.41,11.27,southeast
2021.0,Month_11,fortmadison,7.12,11.38,0.88,southeast
2021.0,Month_12,fortmadison,21.09,9.04,-0.96,southeast
2021.0,Month_2,fortmadison,26.92,-3.33,-11.85,southeast
2021.0,Month_3,fortmadison,101.86,12.29,2.94,southeast
2021.0,Month_4,fortmadison,167.39,16.93,6.53,southeast
2021.0,Month_5,fortmadison,201.42,20.2,11.61,southeast
2021.0,Month_6,fortmadison,143.0,28.54,18.8,southeast
2021.0,Month_7,fortmadison,114.81,28.07,19.93,southeast
2021.0,Month_8,fortmadison,96.01,29.34,19.91,southeast
2021.0,Month_9,fortmadison,61.72,27.58,16.03,southeast
2022.0,Month_1,fortmadison,17.53,-0.99,-11.29,southeast
2022.0,Month_10,fortmadison,49.28,18.72,5.93,southeast
2022.0,Month_11,fortmadison,50.29,10.41,0.17,southeast
2022.0,Month_12,fortmadison,32.77,2.76,-6.3,southeast
2022.0,Month_2,fortmadison,43.19,3.1,-8.57,southeast
2022.0,Month_3,fortmadison,97.28,10.28,0.43,southeast
2022.0,Month_4,fortmadison,113.03,14.87,4.85,southeast
2022.0,Month_5,fortmadison,97.79,23.35,13.76,southeast
2022.0,Month_6,fortmadison,32.26,29.11,18.98,southeast
2022.0,Month_7,fortmadison,52.32,29.73,19.94,southeast
2022.0,Month_8,fortmadison,27.18,29.5,19.22,southeast
2022.0,Month_9,fortmadison,117.86,25.67,14.83,southeast
2023.0,Month_1,fortmadison,48.01,3.46,-4.48,southeast
2023.0,Month_10,fortmadison,80.52,18.81,8.74,southeast
2023.0,Month_11,fortmadison,15.24,11.51,1.03,southeast
2023.0,Month_12,fortmadison,81.03,6.27,-0.82,southeast
2023.0,Month_2,fortmadison,76.2,7.26,-3.97,southeast
2023.0,Month_3,fortmadison,101.85,9.3,-0.05,southeast
2023.0,Month_4,fortmadison,35.81,18.04,5.33,southeast
2023.0,Month_5,fortmadison,72.14,24.07,9.91,southeast
2023.0,Month_6,fortmadison,40.9,28.43,15.44,southeast
2023.0,Month_7,fortmadison,83.06,29.8,19.56,southeast
2023.0,Month_8,fortmadison,138.18,28.8,19.13,southeast
2023.0,Month_9,fortmadison,34.8,26.82,15.8,southeast
2024.0,Month_1,fortmadison,93.22,-1.16,-6.94,southeast
2024.0,Month_10,fortmadison,48.26,22.13,6.9,southeast
2024.0,Month_11,fortmadison,59.94,9.74,1.13,southeast
2024.0,Month_12,fortmadison,0.51,4.65,-6.87,southeast
2024.0,Month_2,fortmadison,2.03,11.9,-5.69,southeast
2024.0,Month_3,fortmadison,109.73,13.67,1.29,southeast
2024.0,Month_4,fortmadison,172.97,18.17,7.13,southeast
2024.0,Month_5,fortmadison,81.79,24.66,13.56,southeast
2024.0,Month_6,fortmadison,43.43,29.02,18.97,southeast
2024.0,Month_7,fortmadison,166.88,28.28,19.21,southeast
2024.0,Month_8,fortmadison,66.8,28.43,18.53,southeast
2024.0,Month_9,fortmadison,26.92,26.77,15.12,southeast
2015.0,Month_1,keokuk,21.84,0.61,-8.24,southeast
2015.0,Month_10,keokuk,48.26,18.79,7.82,southeast
2015.0,Month_11,keokuk,159.51,13.15,2.72,southeast
2015.0,Month_12,keokuk,114.81,8.58,0.33,southeast
2015.0,Month_2,keokuk,48.77,-1.41,-12.58,southeast
2015.0,Month_3,keokuk,14.48,9.32,-2.65,southeast
2015.0,Month_4,keokuk,56.13,19.23,6.55,southeast
2015.0,Month_5,keokuk,131.57,23.28,12.46,southeast
2015.0,Month_6,keokuk,232.16,27.04,17.24,southeast
2015.0,Month_7,keokuk,180.09,28.46,18.89,southeast
2015.0,Month_8,keokuk,56.39,27.78,17.26,southeast
2015.0,Month_9,keokuk,36.83,28.09,16.19,southeast
2016.0,Month_1,keokuk,12.95,0.66,-8.55,southeast
2016.0,Month_10,keokuk,122.17,20.7,10.52,southeast
2016.0,Month_11,keokuk,32.51,14.6,4.0,southeast
2016.0,Month_12,keokuk,34.8,1.67,-6.2,southeast
2016.0,Month_2,keokuk,21.59,4.75,-4.84,southeast
2016.0,Month_3,keokuk,66.55,13.26,2.6,southeast
2016.0,Month_4,keokuk,101.35,17.39,6.3,southeast
2016.0,Month_5,keokuk,88.39,22.24,11.36,southeast
2016.0,Month_6,keokuk,34.8,30.44,18.33,southeast
2016.0,Month_7,keokuk,143.0,28.89,19.43,southeast
2016.0,Month_8,keokuk,126.49,28.85,19.83,southeast
2016.0,Month_9,keokuk,54.1,27.14,15.79,southeast
2017.0,Month_1,keokuk,37.08,2.57,-5.06,southeast
2017.0,Month_10,keokuk,117.6,18.93,9.08,southeast
2017.0,Month_11,keokuk,27.69,9.94,-0.08,southeast
2017.0,Month_12,keokuk,18.8,3.87,-5.88,southeast
2017.0,Month_2,keokuk,8.38,10.44,-1.69,southeast
2017.0,Month_3,keokuk,85.34,10.86,0.63,southeast
2017.0,Month_4,keokuk,128.27,18.56,7.48,southeast
2017.0,Month_5,keokuk,80.52,22.02,10.56,southeast
2017.0,Month_6,keokuk,51.56,28.89,16.8,southeast
2017.0,Month_7,keokuk,47.75,31.04,19.35,southeast
2017.0,Month_8,keokuk,107.95,26.98,16.19,southeast
2017.0,Month_9,keokuk,3.56,26.76,13.93,southeast
2018.0,Month_1,keokuk,33.02,0.39,-9.78,southeast
2018.0,Month_10,keokuk,181.86,16.85,6.5,southeast
2018.0,Month_11,keokuk,93.73,5.3,-2.35,southeast
2018.0,Month_12,keokuk,36.07,4.9,-3.47,southeast
2018.0,Month_2,keokuk,107.7,3.45,-7.08,southeast
2018.0,Month_3,keokuk,99.82,8.35,-0.54,southeast
2018.0,Month_4,keokuk,26.42,12.59,0.72,southeast
2018.0,Month_5,keokuk,46.23,27.96,16.02,southeast
2018.0,Month_6,keokuk,132.59,29.6,19.43,southeast
2018.0,Month_7,keokuk,76.71,29.48,19.56,southeast
2018.0,Month_8,keokuk,175.51,29.75,19.91,southeast
2018.0,Month_9,keokuk,156.21,26.19,16.19,southeast
2019.0,Month_1,keokuk,85.09,0.39,-8.41,southeast
2019.0,Month_10,keokuk,92.2,16.4,6.22,southeast
2019.0,Month_11,keokuk,37.34,7.44,-2.48,southeast
2019.0,Month_12,keokuk,45.47,7.2,-2.92,southeast
2019.0,Month_2,keokuk,41.4,0.71,-8.67,southeast
2019.0,Month_3,keokuk,134.62,7.37,-2.57,southeast
2019.0,Month_4,keokuk,50.04,17.64,5.48,southeast
2019.0,Month_5,keokuk,334.52,21.02,11.34,southeast
2019.0,Month_6,keokuk,203.2,26.8,17.03,southeast
2019.0,Month_7,keokuk,61.98,31.13,20.98,southeast
2019.0,Month_8,keokuk,133.6,28.07,18.33,southeast
2019.0,Month_9,keokuk,177.29,27.22,17.26,southeast
2020.0,Month_1,keokuk,57.66,2.06,-5.59,southeast
2020.0,Month_10,keokuk,40.64,16.16,5.32,southeast
2020.0,Month_11,keokuk,67.06,14.0,2.85,southeast
2020.0,Month_12,keokuk,52.07,4.46,-4.83,southeast
2020.0,Month_2,keokuk,22.1,3.39,-5.86,southeast
2020.0,Month_3,keokuk,96.01,10.97,1.79,southeast
2020.0,Month_4,keokuk,92.71,16.13,3.26,southeast
2020.0,Month_5,keokuk,85.09,20.59,10.73,southeast
2020.0,Month_6,keokuk,74.93,29.0,18.14,southeast
2020.0,Month_7,keokuk,142.49,29.87,20.87,southeast
2020.0,Month_8,keokuk,16.26,28.83,18.39,southeast
2020.0,Month_9,keokuk,119.38,23.59,13.41,southeast
2021.0,Month_1,keokuk,53.09,1.19,-5.65,southeast
2021.0,Month_10,keokuk,144.78,19.77,11.27,southeast
2021.0,Month_11,keokuk,11.68,10.76,0.49,southeast
2021.0,Month_12,keokuk,27.94,9.31,-1.09,southeast
2021.0,Month_2,keokuk,36.32,-3.89,-12.36,southeast
2021.0,Month_3,keokuk,107.7,13.13,3.02,southeast
2021.0,Month_4,keokuk,154.69,16.88,6.15,southeast
2021.0,Month_5,keokuk,153.42,20.78,11.76,southeast
2021.0,Month_6,keokuk,100.08,28.33,18.35,southeast
2021.0,Month_7,keokuk,184.66,28.3,20.27,southeast
2021.0,Month_8,keokuk,66.04,29.13,19.91,southeast
2021.0,Month_9,keokuk,44.7,27.28,15.57,southeast
2022.0,Month_1,keokuk,19.3,-1.77,-11.92,southeast
2022.0,Month_10,keokuk,65.28,18.24,5.56,southeast
2022.0,Month_11,keokuk,47.5,11.74,0.25,southeast
2022.0,Month_12,keokuk,45.21,2.37,-6.11,southeast
2022.0,Month_2,keokuk,66.29,2.96,-8.99,southeast
2022.0,Month_3,keokuk,93.73,10.68,-0.16,southeast
2022.0,Month_4,keokuk,87.88,14.26,3.85,southeast
2022.0,Month_5,keokuk,102.11,23.62,13.26,southeast
2022.0,Month_6,keokuk,102.11,28.59,18.26,southeast
2022.0,Month_7,keokuk,97.28,29.31,20.12,southeast
2022.0,Month_8,keokuk,15.24,28.78,19.71,southeast
2022.0,Month_9,keokuk,155.96,25.57,14.66,southeast
2023.0,Month_1,keokuk,62.23,3.69,-4.48,southeast
2023.0,Month_10,keokuk,76.45,19.56,8.98,southeast
2023.0,Month_11,keokuk,15.75,11.44,0.2,southeast
2023.0,Month_12,keokuk,65.53,7.92,0.41,southeast
2023.0,Month_2,keokuk,88.65,6.65,-5.09,southeast
2023.0,Month_3,keokuk,91.19,8.89,-0.59,southeast
2023.0,Month_4,keokuk,50.04,19.39,5.1,southeast
2023.0,Month_5,keokuk,66.04,23.89,12.0,southeast
2023.0,Month_6,keokuk,37.85,28.33,16.82,southeast
2023.0,Month_7,keokuk,91.44,29.61,19.59,southeast
2023.0,Month_8,keokuk,202.95,28.31,19.59,southeast
2023.0,Month_9,keokuk,20.83,26.21,15.08,southeast
2024.0,Month_1,keokuk,94.74,-1.49,-7.65,southeast
2024.0,Month_10,keokuk,55.37,22.46,8.73,southeast
2024.0,Month_11,keokuk,65.53,12.03,3.31,southeast
2024.0,Month_12,keokuk,0.51,1.88,-7.85,southeast
2024.0,Month_2,keokuk,4.32,11.15,-1.57,southeast
2024.0,Month_3,keokuk,73.66,13.3,1.87,southeast
2024.0,Month_4,keokuk,178.82,18.03,6.72,southeast
2024.0,Month_5,keokuk,75.18,24.62,13.55,southeast
2024.0,Month_6,keokuk,72.9,29.31,18.75,southeast
2024.0,Month_7,keokuk,177.04,28.3,19.09,southeast
2024.0,Month_8,keokuk,69.6,28.51,18.89,southeast
2024.0,Month_9,keokuk,23.37,26.25,14.96,southeast
2015.0,Month_1,mount-pleasant,24.13,-0.02,-11.06,southeast
2015.0,Month_10,mount-pleasant,52.07,18.31,5.15,southeast
2015.0,Month_11,mount-pleasant,120.65,12.52,0.72,southeast
2015.0,Month_12,mount-pleasant,119.38,7.08,-0.99,southeast
2015.0,Month_2,mount-pleasant,25.4,-2.8,-14.61,southeast
2015.0,Month_3,mount-pleasant,5.59,9.77,-4.8,southeast
2015.0,Month_4,mount-pleasant,87.63,18.69,3.8,southeast
2015.0,Month_5,mount-pleasant,139.7,22.99,9.68,southeast
2015.0,Month_6,mount-pleasant,181.61,26.94,15.09,southeast
2015.0,Month_7,mount-pleasant,201.93,28.31,17.09,southeast
2015.0,Month_8,mount-pleasant,86.36,26.52,14.63,southeast
2015.0,Month_9,mount-pleasant,68.58,27.2,14.67,southeast
2016.0,Month_1,mount-pleasant,10.92,-1.02,-11.06,southeast
2016.0,Month_10,mount-pleasant,29.21,20.41,7.54,southeast
2016.0,Month_11,mount-pleasant,24.64,14.86,1.29,southeast
2016.0,Month_12,mount-pleasant,29.72,0.31,-8.56,southeast
2016.0,Month_2,mount-pleasant,29.72,3.75,-6.55,southeast
2016.0,Month_3,mount-pleasant,88.9,11.81,-0.8,southeast
2016.0,Month_4,mount-pleasant,44.7,16.98,3.6,southeast
2016.0,Month_5,mount-pleasant,105.41,21.61,8.83,southeast
2016.0,Month_6,mount-pleasant,7.62,30.36,14.8,southeast
2016.0,Month_7,mount-pleasant,210.82,27.83,16.79,southeast
2016.0,Month_8,mount-pleasant,214.63,28.16,17.76,southeast
2016.0,Month_9,mount-pleasant,68.58,26.51,13.89,southeast
2017.0,Month_1,mount-pleasant,45.72,1.3,-8.22,southeast
2017.0,Month_10,mount-pleasant,77.47,18.76,6.83,southeast
2017.0,Month_11,mount-pleasant,29.72,9.3,-3.83,southeast
2017.0,Month_12,mount-pleasant,10.16,2.76,-9.27,southeast
2017.0,Month_2,mount-pleasant,17.78,9.98,-4.58,southeast
2017.0,Month_3,mount-pleasant,84.07,10.3,-2.03,southeast
2017.0,Month_4,mount-pleasant,125.73,17.65,4.28,southeast
2017.0,Month_5,mount-pleasant,91.95,21.38,8.2,southeast
2017.0,Month_6,mount-pleasant,35.56,29.39,13.5,southeast
2017.0,Month_7,mount-pleasant,142.24,31.96,16.71,southeast
2017.0,Month_8,mount-pleasant,36.83,27.39,13.2,southeast
2017.0,Month_9,mount-pleasant,101.6,27.45,11.38,southeast
2018.0,Month_1,mount-pleasant,9.65,-0.25,-13.01,southeast
2018.0,Month_10,mount-pleasant,110.49,15.84,4.48,southeast
2018.0,Month_11,mount-pleasant,64.77,3.93,-5.19,southeast
2018.0,Month_12,mount-pleasant,26.16,3.33,-5.95,southeast
2018.0,Month_2,mount-pleasant,61.47,1.92,-9.56,southeast
2018.0,Month_3,mount-pleasant,72.9,8.44,-4.09,southeast
2018.0,Month_4,mount-pleasant,7.62,12.51,-1.99,southeast
2018.0,Month_5,mount-pleasant,102.62,27.47,13.01,southeast
2018.0,Month_6,mount-pleasant,176.53,29.46,17.11,southeast
2018.0,Month_7,mount-pleasant,40.64,30.02,16.37,southeast
2018.0,Month_8,mount-pleasant,216.15,30.44,16.84,southeast
2018.0,Month_9,mount-pleasant,131.57,26.23,13.14,southeast
2019.0,Month_1,mount-pleasant,74.42,-1.42,-11.13,southeast
2019.0,Month_10,mount-pleasant,76.96,15.8,3.66,southeast
2019.0,Month_11,mount-pleasant,43.44,6.83,-4.98,southeast
2019.0,Month_12,mount-pleasant,35.56,6.15,-5.63,southeast
2019.0,Month_2,mount-pleasant,77.22,-0.78,-11.69,southeast
2019.0,Month_3,mount-pleasant,72.14,5.7,-5.15,southeast
2019.0,Month_4,mount-pleasant,82.55,16.53,2.97,southeast
2019.0,Month_5,mount-pleasant,347.73,20.54,8.76,southeast
2019.0,Month_6,mount-pleasant,128.78,26.95,15.08,southeast
2019.0,Month_7,mount-pleasant,39.62,30.78,19.22,southeast
2019.0,Month_8,mount-pleasant,77.98,27.65,15.59,southeast
2019.0,Month_9,mount-pleasant,220.22,26.42,14.75,southeast
2020.0,Month_1,mount-pleasant,44.2,1.08,-8.58,southeast
2020.0,Month_10,mount-pleasant,31.5,15.43,2.9,southeast
2020.0,Month_11,mount-pleasant,62.48,13.72,1.13,southeast
2020.0,Month_12,mount-pleasant,65.53,3.76,-6.13,southeast
2020.0,Month_2,mount-pleasant,8.64,3.62,-7.74,southeast
2020.0,Month_3,mount-pleasant,71.88,10.83,-0.15,southeast
2020.0,Month_4,mount-pleasant,52.58,15.59,3.24,southeast
2020.0,Month_5,mount-pleasant,77.72,20.22,10.16,southeast
2020.0,Month_6,mount-pleasant,136.65,28.49,17.11,southeast
2020.0,Month_7,mount-pleasant,112.27,30.15,18.89,southeast
2020.0,Month_8,mount-pleasant,4.06,29.12,16.11,southeast
2020.0,Month_9,mount-pleasant,169.16,23.28,10.57,southeast
2021.0,Month_1,mount-pleasant,55.63,0.45,-7.17,southeast
2021.0,Month_10,mount-pleasant,117.09,19.8,9.35,southeast
2021.0,Month_11,mount-pleasant,13.46,11.04,-1.04,southeast
2021.0,Month_12,mount-pleasant,40.64,8.64,-3.75,southeast
2021.0,Month_2,mount-pleasant,25.15,-4.62,-13.19,southeast
2021.0,Month_3,mount-pleasant,88.9,12.91,1.57,southeast
2021.0,Month_4,mount-pleasant,69.09,16.55,4.73,southeast
2021.0,Month_5,mount-pleasant,171.96,20.48,10.38,southeast
2021.0,Month_6,mount-pleasant,169.93,28.15,16.92,southeast
2021.0,Month_7,mount-pleasant,153.92,28.46,18.51,southeast
2021.0,Month_8,mount-pleasant,25.91,29.2,18.12,southeast
2021.0,Month_9,mount-pleasant,83.57,27.04,13.1,southeast
2022.0,Month_1,mount-pleasant,14.73,-2.85,-15.16,southeast
2022.0,Month_10,mount-pleasant,27.94,18.93,3.67,southeast
2022.0,Month_11,mount-pleasant,81.03,11.19,-1.02,southeast
2022.0,Month_12,mount-pleasant,31.75,1.85,-9.19,southeast
2022.0,Month_2,mount-pleasant,20.32,2.64,-11.03,southeast
2022.0,Month_3,mount-pleasant,94.49,10.66,-2.04,southeast
2022.0,Month_4,mount-pleasant,89.66,14.0,1.85,southeast
2022.0,Month_5,mount-pleasant,51.31,23.24,12.01,southeast
2022.0,Month_6,mount-pleasant,59.69,28.67,16.69,southeast
2022.0,Month_7,mount-pleasant,49.53,29.8,18.07,southeast
2022.0,Month_8,mount-pleasant,44.7,29.0,17.45,southeast
2022.0,Month_9,mount-pleasant,91.19,25.93,12.57,southeast
2023.0,Month_1,mount-pleasant,62.99,2.81,-5.25,southeast
2023.0,Month_10,mount-pleasant,73.41,19.5,7.15,southeast
2023.0,Month_11,mount-pleasant,16.76,11.03,-2.07,southeast
2023.0,Month_12,mount-pleasant,89.41,7.78,-0.56,southeast
2023.0,Month_2,mount-pleasant,90.93,5.97,-6.61,southeast
2023.0,Month_3,mount-pleasant,66.04,8.55,-1.9,southeast
2023.0,Month_4,mount-pleasant,39.37,18.67,3.46,southeast
2023.0,Month_5,mount-pleasant,55.12,24.34,8.01,southeast
2023.0,Month_6,mount-pleasant,14.73,29.04,15.17,southeast
2023.0,Month_7,mount-pleasant,75.44,29.69,17.53,southeast
2023.0,Month_8,mount-pleasant,66.8,28.96,17.35,southeast
2023.0,Month_9,mount-pleasant,52.07,26.73,13.47,southeast
2024.0,Month_1,mount-pleasant,73.41,-2.08,-8.53,southeast
2024.0,Month_10,mount-pleasant,65.53,22.71,6.25,southeast
2024.0,Month_11,mount-pleasant,59.94,11.44,1.84,southeast
2024.0,Month_12,mount-pleasant,0.76,1.53,-9.93,southeast
2024.0,Month_2,mount-pleasant,2.54,11.49,-3.26,southeast
2024.0,Month_3,mount-pleasant,86.61,13.08,0.57,southeast
2024.0,Month_4,mount-pleasant,192.28,17.63,5.35,southeast
2024.0,Month_5,mount-pleasant,64.01,24.52,11.9,southeast
2024.0,Month_6,mount-pleasant,98.3,29.13,17.35,southeast
2024.0,Month_7,mount-pleasant,221.74,28.15,17.78,southeast
2024.0,Month_8,mount-pleasant,56.9,27.78,16.95,southeast
2024.0,Month_9,mount-pleasant,12.7,26.69,12.69,southeast
2015.0,Month_1,allerton,5.09,1.72,-10.43,southcentral
2015.0,Month_10,allerton,42.94,19.21,6.37,southcentral
2015.0,Month_11,allerton,148.85,12.32,1.43,southcentral
2015.0,Month_12,allerton,143.53,6.09,-1.99,southcentral
